edition,year,venue,round,team 1,team 2,score,score_halftime
1958-SWEDEN,1958,Eskilstuna.,GROUP_STAGE,Yugoslavia (Југославија),Paraguay,3-3,2-1
1958-SWEDEN,1958,Örebro.,GROUP_STAGE,France,Scotland,2-1,2-0
1958-SWEDEN,1958,Helsingborg.,GROUP_STAGE,Czechoslovakia (Československo),Argentina,6-1,3-0
1958-SWEDEN,1958,Stockholm.,GROUP_STAGE,Sweden (Sverige),Wales (Cymru),0-0,0-0
1958-SWEDEN,1958,Göteborg.,GROUP_STAGE,Brazil (Brasil),Soviet Union (СССР),2-0,1-0
1958-SWEDEN,1958,Stockholm.,_FINAL,Brazil (Brasil),Sweden (Sverige),5-2,2-1
1958-SWEDEN,1958,Göteborg.,1/4_FINAL,Brazil (Brasil),Wales (Cymru),1-0,0-0
1958-SWEDEN,1956,Wien.,PRELIMINARY-Europe,Austria (Österreich),Luxembourg (Lëtzebuerg),7-0,2-0
1958-SWEDEN,1957,Rangoon.,PRELIMINARY-Afr./As.,Indonesia,China (中国),0-0,0-0
1958-SWEDEN,1957,Moskva.,PRELIMINARY-Europe,Soviet Union (СССР),Poland (Polska),3-0,1-0
1958-SWEDEN,1957,Budapest.,PRELIMINARY-Europe,Hungary (Magyarország),Bulgaria (България),4-1,3-0
1958-SWEDEN,1957,Toronto.,PRELIMINARY-N/C.America,Canada,USA,5-1,2-1
1958-SWEDEN,1957,Bogotá.,PRELIMINARY-S.America,Colombia,Paraguay,2-3,1-1
1958-SWEDEN,1957,Bogotá.,PRELIMINARY-S.America,Colombia,Uruguay,1-1,1-0
1958-SWEDEN,1957,Athína.,PRELIMINARY-Europe,Greece (Ελλάδα),Romania (România),1-2,1-1
1958-SWEDEN,1957,Brno.,PRELIMINARY-Europe,Czechoslovakia (Československo),GDR (DDR / Ostdeutschland),3-1,0-1
1958-SWEDEN,1957,Oslo.,PRELIMINARY-Europe,Norway (Norge),Hungary (Magyarország),2-1,1-1
1958-SWEDEN,1957,Bruxelles.,PRELIMINARY-Europe,Belgium (België),Iceland (Ísland),8-3,7-1
1958-SWEDEN,1957,Beijing.,PRELIMINARY-Afr./As.,China (中国),Indonesia,4-3,2-1
1958-SWEDEN,1957,Nantes.,PRELIMINARY-Europe,France,Iceland (Ísland),8-0,5-0
1958-SWEDEN,1957,Madrid.,PRELIMINARY-Europe,Spain (España),Scotland,4-1,2-0
1958-SWEDEN,1957,Lisboa.,PRELIMINARY-Europe,Portugal,Italy (Italia),3-0,1-0
1958-SWEDEN,1957,Wien.,PRELIMINARY-Europe,Austria (Österreich),Netherlands (Nederland),3-2,0-2
1958-SWEDEN,1957,Praha.,PRELIMINARY-Europe,Czechoslovakia (Československo),Wales (Cymru),2-0,1-0
1958-SWEDEN,1957,Damascus.,PRELIMINARY-Afr./As.,Syria (سوريا),Sudan (السودان),1-1,0-1
1958-SWEDEN,1957,Oslo.,PRELIMINARY-Europe,Norway (Norge),Bulgaria (България),1-2,0-1
1958-SWEDEN,1957,Basel.,PRELIMINARY-Europe,Switzerland (Schweiz / Suisse),Scotland,1-2,1-1
1958-SWEDEN,1957,Leipzig.,PRELIMINARY-Europe,GDR (DDR / Ostdeutschland),Wales (Cymru),2-1,1-1
1958-SWEDEN,1957,Dublin.,PRELIMINARY-Europe,Ireland (Éire),England,1-1,1-0
1958-SWEDEN,1958,Göteborg.,PLACES_3&4,France,FRG (BRD / Westdeutschland),6-3,3-1
1958-SWEDEN,1958,Stockholm.,1/2_FINAL,Brazil (Brasil),France,5-2,2-1
1958-SWEDEN,1958,Göteborg.,1/2_FINAL,Sweden (Sverige),FRG (BRD / Westdeutschland),3-1,1-1
1958-SWEDEN,1958,Norrköping.,1/4_FINAL,France,Northern Ireland (Ulster),4-0,1-0
1958-SWEDEN,1957,København.,PRELIMINARY-Europe,Denmark (Danmark),England,1-4,1-1
1958-SWEDEN,1958,Borås.,GROUP_STAGE,Soviet Union (СССР),Austria (Österreich),2-0,1-0
1958-SWEDEN,1957,London.,PRELIMINARY-Europe,England,Ireland (Éire),5-1,4-0
1958-SWEDEN,1957,Warszawa.,PRELIMINARY-Europe,Poland (Polska),Finland (Suomi),4-0,2-0
1958-SWEDEN,1957,Bucureşti.,PRELIMINARY-Europe,Romania (România),Greece (Ελλάδα),3-0,0-0
1958-SWEDEN,1957,Glasgow.,PRELIMINARY-Europe,Scotland,Switzerland (Schweiz / Suisse),3-2,1-1
1958-SWEDEN,1957,Budapest.,PRELIMINARY-Europe,Hungary (Magyarország),Norway (Norge),5-0,2-0
1958-SWEDEN,1957,Beograd.,PRELIMINARY-Europe,Yugoslavia (Југославија),Greece (Ελλάδα),4-1,2-1
1958-SWEDEN,1957,Beograd.,PRELIMINARY-Europe,Yugoslavia (Југославија),Romania (România),2-0,0-0
1958-SWEDEN,1957,Leipzig.,PRELIMINARY-Europe,Soviet Union (СССР),Poland (Polska),2-0,1-0
1958-SWEDEN,1956,Dublin.,PRELIMINARY-Europe,Ireland (Éire),Denmark (Danmark),2-1,2-0
1958-SWEDEN,1956,Paris.,PRELIMINARY-Europe,France,Belgium (België),6-3,4-1
1958-SWEDEN,1956,Wolverhampton.,PRELIMINARY-Europe,England,Denmark (Danmark),5-2,2-1
1958-SWEDEN,1957,Lisboa.,PRELIMINARY-Europe,Portugal,Northern Ireland (Ulster),1-1,1-1
1958-SWEDEN,1958,Tel Aviv.,PRELIMINARY-Afr./As.,Israel (ישראל),Wales (Cymru),0-2,0-1
1958-SWEDEN,1957,Sofija.,PRELIMINARY-Europe,Bulgaria (България),Norway (Norge),7-0,3-0
1958-SWEDEN,1958,Cardiff.,PRELIMINARY-Afr./As.,Wales (Cymru),Israel (ישראל),2-0,0-0
1958-SWEDEN,1958,Malmö.,GROUP_STAGE,FRG (BRD / Westdeutschland),Argentina,3-1,2-1
1958-SWEDEN,1958,Halmstad.,GROUP_STAGE,Northern Ireland (Ulster),Czechoslovakia (Československo),1-0,1-0
1958-SWEDEN,1958,Norrköping.,GROUP_STAGE,France,Paraguay,7-3,2-2
1958-SWEDEN,1958,Västerås.,GROUP_STAGE,Yugoslavia (Југославија),Scotland,1-1,1-0
1958-SWEDEN,1958,Sandviken.,GROUP_STAGE,Hungary (Magyarország),Wales (Cymru),1-1,1-1
1958-SWEDEN,1958,Göteborg.,GROUP_STAGE,England,Soviet Union (СССР),2-2,0-1
1958-SWEDEN,1958,Uddevalla.,GROUP_STAGE,Brazil (Brasil),Austria (Österreich),3-0,1-0
1958-SWEDEN,1958,Helsingborg.,GROUP_STAGE,FRG (BRD / Westdeutschland),Czechoslovakia (Československo),2-2,0-2
1958-SWEDEN,1958,Halmstad.,GROUP_STAGE,Argentina,Northern Ireland (Ulster),3-1,1-1
1958-SWEDEN,1958,Norrköping.,GROUP_STAGE,Paraguay,Scotland,3-2,2-1
1958-SWEDEN,1958,Västerås.,GROUP_STAGE,Yugoslavia (Југославија),France,3-2,1-1
1958-SWEDEN,1958,Stockholm.,GROUP_STAGE,Wales (Cymru),Mexico (México),1-1,1-0
1958-SWEDEN,1958,Stockholm.,GROUP_STAGE,Sweden (Sverige),Mexico (México),3-0,1-0
1958-SWEDEN,1957,San_José.,PRELIMINARY-N/C.America,Costa Rica,Mexico (México),1-1,1-1
1958-SWEDEN,1957,Buenos Aires.,PRELIMINARY-S.America,Argentina,Bolivia,4-0,1-0
1958-SWEDEN,1957,Leipzig.,PRELIMINARY-Europe,GDR (DDR / Ostdeutschland),Czechoslovakia (Československo),1-4,1-3
1958-SWEDEN,1957,Athína.,PRELIMINARY-Europe,Greece (Ελλάδα),Yugoslavia (Југославија),0-0,0-0
1958-SWEDEN,1957,Belfast.,PRELIMINARY-Europe,Northern Ireland (Ulster),Portugal,3-0,1-0
1958-SWEDEN,1957,Cardiff.,PRELIMINARY-Europe,Wales (Cymru),Czechoslovakia (Československo),1-0,0-0
1958-SWEDEN,1957,Los Angeles.,PRELIMINARY-N/C.America,USA,Mexico (México),2-7,2-3
1958-SWEDEN,1957,Roma.,PRELIMINARY-Europe,Italy (Italia),Northern Ireland (Ulster),1-0,1-0
1958-SWEDEN,1957,Rio de Janeiro.,PRELIMINARY-S.America,Brazil (Brasil),Peru (Perú),1-0,1-0
1958-SWEDEN,1958,Göteborg.,GROUP_STAGE,Brazil (Brasil),England,0-0,0-0
1958-SWEDEN,1957,México D.F.,PRELIMINARY-N/C.America,Mexico (México),USA,6-0,3-0
1958-SWEDEN,1957,Rotterdam.,PRELIMINARY-Europe,Netherlands (Nederland),Luxembourg (Lëtzebuerg),4-1,2-1
1958-SWEDEN,1957,Guatemala.,PRELIMINARY-N/C.America,Guatemala,Curaçao,1-3,1-2
1958-SWEDEN,1957,Madrid.,PRELIMINARY-Europe,Spain (España),Switzerland (Schweiz / Suisse),2-2,1-1
1958-SWEDEN,1957,Khartoum.,PRELIMINARY-Afr./As.,Sudan (السودان),Syria (سوريا),1-0,0-0
1958-SWEDEN,1957,San_José.,PRELIMINARY-N/C.America,Costa Rica,Curaçao,4-0,2-0
1958-SWEDEN,1957,San_José.,PRELIMINARY-N/C.America,Costa Rica,Guatemala,3-1,2-0
1958-SWEDEN,1957,Guatemala.,PRELIMINARY-N/C.America,Guatemala,Costa Rica,2-6,1-4
1958-SWEDEN,1957,Lausanne.,PRELIMINARY-Europe,Switzerland (Schweiz / Suisse),Spain (España),1-4,0-2
1958-SWEDEN,1957,Milano.,PRELIMINARY-Europe,Italy (Italia),Portugal,3-0,1-0
1958-SWEDEN,1958,Belfast.,PRELIMINARY-Europe,Northern Ireland (Ulster),Italy (Italia),2-1,2-0
1958-SWEDEN,1957,Bucureşti.,PRELIMINARY-Europe,Romania (România),Yugoslavia (Југославија),1-1,0-0
1958-SWEDEN,1957,La_Paz.,PRELIMINARY-S.America,Bolivia,Chile,3-0,1-0
1958-SWEDEN,1957,København.,PRELIMINARY-Europe,Denmark (Danmark),Ireland (Éire),0-2,0-0
1958-SWEDEN,1957,La_Paz.,PRELIMINARY-S.America,Bolivia,Argentina,2-0,1-0
1958-SWEDEN,1957,Santiago.,PRELIMINARY-S.America,Chile,Argentina,0-2,0-1
1958-SWEDEN,1957,Chorzów.,PRELIMINARY-Europe,Poland (Polska),Soviet Union (СССР),2-1,1-0
1958-SWEDEN,1957,Buenos Aires.,PRELIMINARY-S.America,Argentina,Chile,4-0,4-0
1958-SWEDEN,1957,México D.F.,PRELIMINARY-N/C.America,Mexico (México),Costa Rica,2-0,0-0
1958-SWEDEN,1957,Bruxelles.,PRELIMINARY-Europe,Belgium (België),France,0-0,0-0
1958-SWEDEN,1957,Jakarta.,PRELIMINARY-Afr./As.,Indonesia,China (中国),2-0,0-0
1958-SWEDEN,1957,Lima.,PRELIMINARY-S.America,Peru (Perú),Brazil (Brasil),1-1,1-0
1958-SWEDEN,1957,Glasgow.,PRELIMINARY-Europe,Scotland,Spain (España),4-2,2-1
1958-SWEDEN,1957,Willemstad.,PRELIMINARY-N/C.America,Curaçao,Guatemala,2-0,w.o.
1958-SWEDEN,1957,Luxembourg.,PRELIMINARY-Europe,Luxembourg (Lëtzebuerg),Austria (Österreich),0-3,0-1
1958-SWEDEN,1957,Amsterdam.,PRELIMINARY-Europe,Netherlands (Nederland),Austria (Österreich),1-1,0-1
1958-SWEDEN,1957,Cardiff.,PRELIMINARY-Europe,Wales (Cymru),GDR (DDR / Ostdeutschland),4-1,3-0
1958-SWEDEN,1957,Santiago.,PRELIMINARY-S.America,Chile,Bolivia,2-1,1-1
1958-SWEDEN,1957,Sofija.,PRELIMINARY-Europe,Bulgaria (България),Hungary (Magyarország),1-2,1-2
1958-SWEDEN,1957,Rotterdam.,PRELIMINARY-Europe,Luxembourg (Lëtzebuerg),Netherlands (Nederland),2-5,1-4
1958-SWEDEN,1957,Reykjavík.,PRELIMINARY-Europe,Iceland (Ísland),Belgium (België),2-5,1-2
1958-SWEDEN,1957,Reykjavík.,PRELIMINARY-Europe,Iceland (Ísland),France,1-5,0-2
1958-SWEDEN,1957,Helsinki.,PRELIMINARY-Europe,Finland (Suomi),Soviet Union (СССР),0-10,0-7
1958-SWEDEN,1957,México D.F.,PRELIMINARY-N/C.America,Mexico (México),Canada,2-0,2-0
1958-SWEDEN,1957,Willemstad.,PRELIMINARY-N/C.America,Curaçao,Costa Rica,1-2,0-1
1958-SWEDEN,1957,Montevideo.,PRELIMINARY-S.America,Uruguay,Paraguay,2-0,1-0
1958-SWEDEN,1957,Moskva.,PRELIMINARY-Europe,Soviet Union (СССР),Finland (Suomi),2-1,1-1
1958-SWEDEN,1957,Asunción.,PRELIMINARY-S.America,Paraguay,Uruguay,5-0,1-0
1958-SWEDEN,1957,Asunción.,PRELIMINARY-S.America,Paraguay,Colombia,3-0,1-0
1958-SWEDEN,1957,México D.F.,PRELIMINARY-N/C.America,Canada,Mexico (México),0-3,0-1
1958-SWEDEN,1957,Montevideo.,PRELIMINARY-S.America,Uruguay,Colombia,1-0,0-0
1958-SWEDEN,1957,Helsinki.,PRELIMINARY-Europe,Finland (Suomi),Poland (Polska),1-3,0-1
1958-SWEDEN,1957,St._Louis.,PRELIMINARY-N/C.America,USA,Canada,2-3,1-3
1962-CHILE,1961,Tel Aviv.,PRELIMINARY-E./Afr./As.,Israel (ישראל),Italy (Italia),2-4,2-0
1962-CHILE,1961,Praha.,PRELIMINARY-Europe,Czechoslovakia (Československo),Ireland (Éire),7-1,4-0
1962-CHILE,1962,Viña del Mar.,1/2_FINAL,Czechoslovakia (Československo),Yugoslavia (Југославија),3-1,0-0
1962-CHILE,1962,Santiago.,PLACES_3&4,Chile,Yugoslavia (Југославија),1-0,0-0
1962-CHILE,1962,Santiago.,_FINAL,Brazil (Brasil),Czechoslovakia (Československo),3-1,1-1
1962-CHILE,1961,Moskva.,PRELIMINARY-Europe,Soviet Union (СССР),Norway (Norge),5-2,3-0
1962-CHILE,1961,La_Paz.,PRELIMINARY-S.America,Bolivia,Uruguay,1-1,0-0
1962-CHILE,1961,Montevideo.,PRELIMINARY-S.America,Uruguay,Bolivia,2-1,2-0
1962-CHILE,1961,Oslo.,PRELIMINARY-Europe,Norway (Norge),Soviet Union (СССР),0-3,0-0
1962-CHILE,1961,Glasgow.,PRELIMINARY-Europe,Scotland,Czechoslovakia (Československo),3-2,1-1
1962-CHILE,1961,Paris.,PRELIMINARY-Europe,France,Finland (Suomi),5-1,3-1
1962-CHILE,1961,London.,PRELIMINARY-Europe,England,Luxembourg (Lëtzebuerg),4-1,1-0
1962-CHILE,1961,Bruxelles.,PRELIMINARY-Europe,Belgium (België),Sweden (Sverige),0-2,0-0
1962-CHILE,1961,Luxembourg.,PRELIMINARY-Europe,Luxembourg (Lëtzebuerg),Portugal,4-2,1-0
1962-CHILE,1961,Dublin.,PRELIMINARY-Europe,Ireland (Éire),Czechoslovakia (Československo),1-3,1-1
1962-CHILE,1961,Beograd.,PRELIMINARY-Euro/As.,Yugoslavia (Југославија),South Korea (한국),5-1,1-0
1962-CHILE,1961,Ost-Berlin.,PRELIMINARY-Europe,GDR (DDR / Ostdeutschland),Hungary (Magyarország),2-3,1-1
1962-CHILE,1961,Belfast.,PRELIMINARY-Europe,Northern Ireland (Ulster),Greece (Ελλάδα),2-0,1-0
1962-CHILE,1961,Palermo.,PRELIMINARY-Eu./Afr.,Morocco (المغرب),Tunisia (تونس),1-1,1-0
1962-CHILE,1961,Augsburg.,PRELIMINARY-Europe,FRG (BRD / Westdeutschland),Greece (Ελλάδα),2-1,2-0
1962-CHILE,1961,San_José.,PRELIMINARY-N/C.America,Costa Rica,Dutch Antilles (Nederlandse Antillen),6-0,4-0
1962-CHILE,1961,San_José.,PRELIMINARY-N/C.America,Costa Rica,Mexico (México),1-0,0-0
1962-CHILE,1961,Tel Aviv.,PRELIMINARY-E./Afr./As.,Ethiopia (ኢትዮጵያ),Israel (ישראל),2-3,1-1
1962-CHILE,1961,Lisboa.,PRELIMINARY-Europe,Portugal,Luxembourg (Lëtzebuerg),6-0,1-0
1962-CHILE,1961,Tel Aviv.,PRELIMINARY-E./Afr./As.,Israel (ישראל),Ethiopia (ኢትዮጵያ),1-0,0-0
1962-CHILE,1962,Viña del Mar.,GROUP_STAGE,Spain (España),Mexico (México),1-0,0-0
1962-CHILE,1961,Guatemala.,PRELIMINARY-N/C.America,Costa Rica,Honduras,1-0,1-0
1962-CHILE,1960,Buenos Aires.,PRELIMINARY-S.America,Argentina,Ecuador,5-0,1-0
1962-CHILE,1960,Paris.,PRELIMINARY-Europe,France,Bulgaria (България),3-0,0-0
1962-CHILE,1960,Guayaquil.,PRELIMINARY-S.America,Ecuador,Argentina,3-6,0-4
1962-CHILE,1960,Willemstad.,PRELIMINARY-N/C.America,Dutch Antilles (Nederlandse Antillen),Dutch Guyana (Nederlands Guyana),0-0,0-0
1962-CHILE,1960,Tel Aviv.,PRELIMINARY-E./Afr./As.,Israel (ישראל),Cyprus (Κύπρος),6-1,3-0
1962-CHILE,1960,Athína.,PRELIMINARY-Europe,Greece (Ελλάδα),FRG (BRD / Westdeutschland),0-3,0-3
1962-CHILE,1961,Bogotá.,PRELIMINARY-S.America,Colombia,Peru (Perú),1-0,1-0
1962-CHILE,1961,İstanbul.,PRELIMINARY-Europe,Turkey (Türkiye),Norway (Norge),2-1,0-0
1962-CHILE,1961,Sofija.,PRELIMINARY-Europe,Bulgaria (България),Finland (Suomi),3-1,2-1
1962-CHILE,1961,Bern.,PRELIMINARY-Europe,Switzerland (Schweiz / Suisse),Sweden (Sverige),3-2,1-1
1962-CHILE,1961,London.,PRELIMINARY-Europe,England,Portugal,2-0,2-0
1962-CHILE,1961,Budapest.,PRELIMINARY-Europe,Hungary (Magyarország),Netherlands (Nederland),3-3,2-2
1962-CHILE,1961,Glasgow.,PRELIMINARY-Europe,Scotland,Ireland (Éire),4-1,2-0
1962-CHILE,1961,Dublin.,PRELIMINARY-Europe,Ireland (Éire),Scotland,0-3,0-2
1962-CHILE,1961,Casablanca.,PRELIMINARY-Eu./Afr.,Morocco (المغرب),Ghana,1-0,1-0
1962-CHILE,1961,West-Berlin.,PRELIMINARY-Europe,FRG (BRD / Westdeutschland),Northern Ireland (Ulster),2-1,1-0
1962-CHILE,1962,Viña del Mar.,1/4_FINAL,Brazil (Brasil),England,3-1,1-1
1962-CHILE,1962,Santiago.,1/4_FINAL,Yugoslavia (Југославија),FRG (BRD / Westdeutschland),1-0,0-0
1962-CHILE,1962,Arica.,1/4_FINAL,Chile,Soviet Union (СССР),2-1,2-1
1962-CHILE,1962,Rancagua.,GROUP_STAGE,England,Bulgaria (България),0-0,0-0
1962-CHILE,1962,Viña del Mar.,GROUP_STAGE,Mexico (México),Czechoslovakia (Československo),3-1,2-1
1962-CHILE,1962,Santiago.,GROUP_STAGE,Italy (Italia),Switzerland (Schweiz / Suisse),3-0,1-0
1962-CHILE,1962,Arica.,GROUP_STAGE,Yugoslavia (Југославија),Colombia,5-0,2-0
1962-CHILE,1962,Rancagua.,GROUP_STAGE,Hungary (Magyarország),Argentina,0-0,0-0
1962-CHILE,1962,Viña del Mar.,GROUP_STAGE,Brazil (Brasil),Spain (España),2-1,0-1
1962-CHILE,1962,Santiago.,GROUP_STAGE,FRG (BRD / Westdeutschland),Chile,2-0,1-0
1962-CHILE,1962,Arica.,GROUP_STAGE,Soviet Union (СССР),Uruguay,2-1,1-0
1962-CHILE,1962,Santiago.,GROUP_STAGE,Yugoslavia (Југославија),Uruguay,3-1,2-1
1962-CHILE,1962,Viña del Mar.,GROUP_STAGE,Chile,Italy (Italia),2-0,0-0
1962-CHILE,1962,Rancagua.,GROUP_STAGE,Brazil (Brasil),Czechoslovakia (Československo),0-0,0-0
1962-CHILE,1962,Arica.,GROUP_STAGE,England,Argentina,3-1,2-0
1962-CHILE,1962,Arica.,GROUP_STAGE,Soviet Union (СССР),Colombia,4-4,3-1
1962-CHILE,1962,Santiago.,GROUP_STAGE,FRG (BRD / Westdeutschland),Switzerland (Schweiz / Suisse),2-1,1-0
1962-CHILE,1962,Rancagua.,1/4_FINAL,Czechoslovakia (Československo),Hungary (Magyarország),1-0,1-0
1962-CHILE,1961,Lima.,PRELIMINARY-S.America,Peru (Perú),Colombia,1-1,1-1
1962-CHILE,1960,San_José.,PRELIMINARY-N/C.America,Costa Rica,Guatemala,3-2,1-2
1962-CHILE,1960,Guatemala.,PRELIMINARY-N/C.America,Guatemala,Costa Rica,4-4,1-2
1962-CHILE,1961,Leipzig.,PRELIMINARY-Europe,GDR (DDR / Ostdeutschland),Netherlands (Nederland),1-1,0-0
1962-CHILE,1961,Bratislava.,PRELIMINARY-Europe,Czechoslovakia (Československo),Scotland,4-0,3-0
1962-CHILE,1961,Madrid.,PRELIMINARY-Eu./Afr.,Spain (España),Wales (Cymru),1-1,0-0
1962-CHILE,1961,Lausanne.,PRELIMINARY-Europe,Switzerland (Schweiz / Suisse),Belgium (België),2-1,2-0
1962-CHILE,1961,Lisboa.,PRELIMINARY-Europe,Portugal,England,1-1,0-0
1962-CHILE,1961,Willemstad.,PRELIMINARY-N/C.America,Dutch Antilles (Nederlandse Antillen),Mexico (México),0-0,0-0
1962-CHILE,1961,Stockholm.,PRELIMINARY-Europe,Sweden (Sverige),Switzerland (Schweiz / Suisse),4-0,2-0
1962-CHILE,1961,Accra.,PRELIMINARY-Eu./Afr.,Ghana,Morocco (المغرب),0-0,0-0
1962-CHILE,1961,Oslo.,PRELIMINARY-Europe,Norway (Norge),Turkey (Türkiye),0-1,0-1
1962-CHILE,1961,Beograd.,PRELIMINARY-Euro/As.,Yugoslavia (Југославија),Poland (Polska),2-1,1-0
1962-CHILE,1961,Tokyo.,PRELIMINARY-Euro/As.,Japan (日本),South Korea (한국),0-2,0-1
1962-CHILE,1961,Helsinki.,PRELIMINARY-Europe,Finland (Suomi),Bulgaria (България),0-2,0-1
1962-CHILE,1961,Moskva.,PRELIMINARY-Europe,Soviet Union (СССР),Turkey (Türkiye),1-0,1-0
1962-CHILE,1961,Chorzów.,PRELIMINARY-Euro/As.,Poland (Polska),Yugoslavia (Југославија),1-1,1-1
1962-CHILE,1962,Santiago.,1/2_FINAL,Brazil (Brasil),Chile,4-2,2-1
1962-CHILE,1961,Rotterdam.,PRELIMINARY-Europe,Netherlands (Nederland),Hungary (Magyarország),0-3,0-3
1962-CHILE,1961,Athína.,PRELIMINARY-Europe,Greece (Ελλάδα),Northern Ireland (Ulster),2-1,1-0
1962-CHILE,1960,Accra.,PRELIMINARY-Eu./Afr.,Ghana,Nigeria,4-1,2-0
1962-CHILE,1961,México D.F.,PRELIMINARY-N/C.America,Mexico (México),Dutch Antilles (Nederlandse Antillen),7-0,2-0
1962-CHILE,1962,Rancagua.,GROUP_STAGE,Hungary (Magyarország),Bulgaria (България),6-1,4-0
1962-CHILE,1961,Budapest.,PRELIMINARY-Europe,Hungary (Magyarország),GDR (DDR / Ostdeutschland),2-0,1-0
1962-CHILE,1962,Arica.,GROUP_STAGE,Uruguay,Colombia,2-1,0-1
1962-CHILE,1961,Milano.,PRELIMINARY-Europe,Bulgaria (България),France,1-0,0-0
1962-CHILE,1961,Bruxelles.,PRELIMINARY-Europe,Czechoslovakia (Československo),Scotland,4-2,0-1
1962-CHILE,1961,Madrid.,PRELIMINARY-Eu./Afr.,Spain (España),Morocco (المغرب),3-2,2-1
1962-CHILE,1961,Casablanca.,PRELIMINARY-Eu./Afr.,Morocco (المغرب),Spain (España),0-1,0-0
1962-CHILE,1961,İstanbul.,PRELIMINARY-Europe,Turkey (Türkiye),Soviet Union (СССР),1-2,1-2
1962-CHILE,1961,Sofija.,PRELIMINARY-Europe,Bulgaria (България),France,1-0,0-0
1962-CHILE,1961,West-Berlin.,PRELIMINARY-Europe,Switzerland (Schweiz / Suisse),Sweden (Sverige),2-1,0-1
1962-CHILE,1961,Asunción.,PRELIMINARY-N/C.America,Paraguay,Mexico (México),0-0,0-0
1962-CHILE,1961,Torino.,PRELIMINARY-E./Afr./As.,Italy (Italia),Israel (ישראל),6-0,1-0
1962-CHILE,1961,México D.F.,PRELIMINARY-N/C.America,Mexico (México),Paraguay,1-0,0-0
1962-CHILE,1961,Willemstad.,PRELIMINARY-N/C.America,Dutch Antilles (Nederlandse Antillen),Costa Rica,2-0,2-0
1962-CHILE,1960,Levkosía.,PRELIMINARY-E./Afr./As.,Cyprus (Κύπρος),Israel (ישראל),1-1,1-1
1962-CHILE,1960,Tunis.,PRELIMINARY-Eu./Afr.,Tunisia (تونس),Morocco (المغرب),2-1,0-0
1962-CHILE,1960,México D.F.,PRELIMINARY-N/C.America,Mexico (México),USA,3-0,3-0
1962-CHILE,1960,Bruxelles.,PRELIMINARY-Europe,Belgium (België),Switzerland (Schweiz / Suisse),2-4,1-2
1962-CHILE,1961,México D.F.,PRELIMINARY-N/C.America,Mexico (México),Costa Rica,4-1,2-0
1962-CHILE,1962,Santiago.,GROUP_STAGE,Chile,Switzerland (Schweiz / Suisse),3-1,1-1
1962-CHILE,1962,Viña del Mar.,GROUP_STAGE,Brazil (Brasil),Mexico (México),2-0,0-0
1962-CHILE,1961,Seoul.,PRELIMINARY-Euro/As.,South Korea (한국),Yugoslavia (Југославија),1-3,0-2
1962-CHILE,1962,Arica.,GROUP_STAGE,Soviet Union (СССР),Yugoslavia (Југославија),2-0,0-0
1962-CHILE,1962,Rancagua.,GROUP_STAGE,Hungary (Magyarország),England,2-1,1-0
1962-CHILE,1960,Tegucigalpa.,PRELIMINARY-N/C.America,Honduras,Costa Rica,2-1,2-0
1962-CHILE,1960,Lagos.,PRELIMINARY-Eu./Afr.,Nigeria,Ghana,2-2,1-1
1962-CHILE,1960,San_José.,PRELIMINARY-N/C.America,Costa Rica,Honduras,5-0,3-0
1962-CHILE,1960,Helsinki.,PRELIMINARY-Europe,Finland (Suomi),France,1-2,1-0
1962-CHILE,1962,Rancagua.,GROUP_STAGE,Argentina,Bulgaria (България),1-0,1-0
1962-CHILE,1960,Tegucigalpa.,PRELIMINARY-N/C.America,Honduras,Guatemala,1-1,0-1
1962-CHILE,1960,Guatemala.,PRELIMINARY-N/C.America,Guatemala,Honduras,0-2,0-0
1962-CHILE,1960,Paramaribo.,PRELIMINARY-N/C.America,Dutch Guyana (Nederlands Guyana),Dutch Antilles (Nederlandse Antillen),1-2,1-1
1962-CHILE,1961,Cardiff.,PRELIMINARY-Eu./Afr.,Wales (Cymru),Spain (España),1-2,1-1
1962-CHILE,1960,Luxembourg.,PRELIMINARY-Europe,Luxembourg (Lëtzebuerg),England,0-9,0-4
1962-CHILE,1960,Belfast.,PRELIMINARY-Europe,Northern Ireland (Ulster),FRG (BRD / Westdeutschland),3-4,1-1
1962-CHILE,1960,Casablanca.,PRELIMINARY-Eu./Afr.,Morocco (المغرب),Tunisia (تونس),2-1,1-1
1962-CHILE,1960,Seoul.,PRELIMINARY-Euro/As.,South Korea (한국),Japan (日本),2-1,2-1
1962-CHILE,1960,Los Angeles.,PRELIMINARY-N/C.America,USA,Mexico (México),3-3,1-3
1962-CHILE,1962,Viña del Mar.,GROUP_STAGE,Czechoslovakia (Československo),Spain (España),1-0,0-0
1962-CHILE,1962,Santiago.,GROUP_STAGE,FRG (BRD / Westdeutschland),Italy (Italia),0-0,0-0
1962-CHILE,1960,Stockholm.,PRELIMINARY-Europe,Sweden (Sverige),Belgium (België),2-0,0-0
1966-ENGLAND,1965,Athína.,PRELIMINARY-Europe,Greece (Ελλάδα),Soviet Union (СССР),1-4,1-2
1966-ENGLAND,1965,Helsinki.,PRELIMINARY-Europe,Finland (Suomi),Poland (Polska),2-0,2-0
1966-ENGLAND,1965,Sofija.,PRELIMINARY-Euro/As.,Bulgaria (България),Belgium (België),3-0,2-0
